example_id,conversation_id,brand,customer_message,conversation_context,model_recommended_intent,model_recommended_decision,gold_intent,gold_decision,escalation_reason,difficulty,annotation_note,annotated_by_human
gold_179,conv_147309,AmazonHelp,@115850 ur care cheater and fraudler mader____sala give reply very roughly ranjan and other maderjat my registered mobile no 9429887971,Customer ID: 149464 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_180,conv_176402,AmazonHelp,@AmazonHelp After I changed my password why I still can’t login ? https://t.co/Ky6x8F1RFV,Customer ID: 157501 | Turn Count: 18,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_181,conv_133926,AmazonHelp,@AmazonHelp Any chance for an app of @119625 on @122609 TV? Even @5525 support will be appreciated in the mobile app... Really hampers the viewing experience...,Customer ID: 146170 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_182,conv_120173,AmazonHelp,"@116928 llamo a atención al cliente por un pedido pendiente porque no hay stock cuando resulta que si lo hay,y su solución es enviarme el link del producto..explicarmelo https://t.co/dsvpE0oWN2",Customer ID: 142678 | Turn Count: 8,general_inquiry_availability,AUTO_HANDLE,general_inquiry_availability,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_183,conv_131673,AmazonHelp,"Bonjour, j’ai commandé un livre sur Amazon et mon compte n’a toujours pas été débité, signifiant donc que la commande n’est toujours pas envoyée, je voudrais donc savoir quand est-ce que mon compte sera débité pour que la commande ait enfin lieu svp merci.@AmazonHelp",Customer ID: 145695 | Turn Count: 8,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_184,conv_15668,AmazonHelp,#SuperValueDayQuiz Where is the result of super value day quiz conducted on Oct 1 and 2 ? @AmazonHelp,Customer ID: 119446 | Turn Count: 3,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_185,conv_173556,AmazonHelp,Hey @115821 @AmazonHelp where did the tracking number go?? I want to see the tracking # like it used to always be. #Amazon #Tracking https://t.co/Tle9dUfwkR,Customer ID: 156635 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_186,conv_140068,AmazonHelp,"PUTAIN ! @AmazonHelp, si je paye 50€ par an pour la livraison, ce n'est PAS pour que ton service #AmazonLogistics laisse mon colis comme cela !!! Autant le poser sur le trottoir ! Mon Hall est vitré, qui plus est ! C'est une HONTE ! Abandonnez AmLo ou réservez ça aux non #Prime! https://t.co/6ZYyeDImTY",Customer ID: 147600 | Turn Count: 10,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_187,conv_99787,AmazonHelp,"@AmazonHelp Shoutout to one of your deliverers for delivering a package to my house that isn’t mine and told my mom to keep it and left. Ps, the destination for the package is RIGHT ACROSS THE STREET.",Customer ID: 137846 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_188,conv_80682,AmazonHelp,@115850 package is out for delivery still haven't received it yet.The tracking ID:115107715754. Delivery guy not answering the call.,Customer ID: 133897 | Turn Count: 8,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_189,conv_152184,AmazonHelp,@115850 My parents got a call about cash on delivery and there is no option for native language. How many you think in south India knows English and Hindi? Please provide support in Kannada so that our parents can easily buy your products. #WeNeedNativeLanguageSupport,Customer ID: 150773 | Turn Count: 2,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_190,conv_80726,AmazonHelp,Amazonさーん、これ、返品ききますか？ いや、そもそも、違うだろっ。猫は多くを語らない。 表情で語る。。。。 https://t.co/Xkds3KGa8E,Customer ID: 133906 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_191,conv_137036,AmazonHelp,@AmazonHelp what's with no Next Day delivery for Prime? If I order Friday morning I have to wait till Monday despite it saying one day delivery?,Customer ID: 146904 | Turn Count: 2,account_login_prime,AUTO_HANDLE,account_login_prime,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_192,conv_131716,AmazonHelp,@115851 @115821 Will you or your company ever respond to my cry for help? or keep ignoring me?,Customer ID: 145702 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_193,conv_107240,AmazonHelp,Me when @115821 says my delivery will be here by 8 PM tonight and one item has delivered while the other two haven't even shipped yet. https://t.co/KMZf7tUAlu,Customer ID: 139817 | Turn Count: 7,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_194,conv_123425,AmazonHelp,まずはkindle版で読む〜 ｜ GQ JAPAN (ジーキュージャパン) 2018年01・02月号 コンデナスト・ジャパン https://t.co/scRy03kUfS @116313より,Customer ID: 143572 | Turn Count: 5,digital_services,AUTO_HANDLE,digital_services,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_195,conv_3726,AmazonHelp,@115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,Customer ID: 116610 | Turn Count: 5,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_196,conv_150474,AmazonHelp,"@115821 Why did you guys advertise the E.T. 4K blu-ray for $12.99 but then charge me $24.99 after I placed the order? I've already cancelled the item, but what gives?",Customer ID: 150319 | Turn Count: 4,order_delivery_delay,AUTO_HANDLE,order_delivery_delay,AUTO_HANDLE,,easy,Initial candidate example.,False
gold_197,conv_129713,AmazonHelp,@AmazonHelp I completely give up your new in android app chat support is useless and the agents are rude,Customer ID: 145244 | Turn Count: 9,customer_service_complaint,ESCALATE,customer_service_complaint,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_198,conv_11070,AmazonHelp,Pumpkin spice is here so it must be autumn! We’ve picked 3 fall cookbooks to whet your appetite: https://t.co/CadWTnRHy0 https://t.co/J1B61Odt0N,Customer ID: 115821 | Turn Count: 9,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_199,conv_131694,AmazonHelp,@115850 Do u guys really care about customers or just making them fool by offering cash back and never give it back....and ur representatives needs tranning even their leads...,Customer ID: 145524 | Turn Count: 2,out_of_scope_other,ESCALATE,out_of_scope_other,ESCALATE,Low intent confidence or out-of-scope query.,hard,Initial candidate example.,False
gold_200,conv_137096,AmazonHelp,@115850 haven't got my refund for order ending 1510 @146917 called customer care but of no use refund pending 15 days + . @118702 kudos to ur service,Customer ID: 146916 | Turn Count: 22,refund_return_status,AUTO_HANDLE,refund_return_status,AUTO_HANDLE,,easy,Initial candidate example.,False
